date,time,DsWrocWybCon,LdLodzGdansk,MpKrakAlKras,MzWarMarszal,PdBialWaszyn,PmGdaLeczk08,SlKatoKossut,WmOlsPuszkin,WpPoznPolank,ZpSzczAndr01
160625,16:00,20.737,,21.2986,17.2736,13.0,22.1158,15.3292,22.1598,17.7447,7.44893
160626,00:00,10.5735,19.0,33.6137,19.5704,18.0,3.30028,16.4933,19.5866,20.39,6.16639
160626,08:00,9.12429,14.0,29.538,19.6748,11.0,12.2444,8.22948,21.7185,16.03,1.0
160626,16:00,6.40413,16.0,13.5023,9.7568,12.0,,,15.3065,11.3827,5.54669
160627,00:00,11.6964,5.0,12.8059,5.372,9.0,2.66611,8.09949,5.98984,4.55,6.55413
160627,08:00,17.8493,3.0,25.0763,8.504,6.0,1.81833,10.0619,4.03671,10.69,14.4216
160627,16:00,8.76176,7.0,24.6121,9.2348,5.0,7.575,9.67297,7.79677,10.3507,0.75246
160628,00:00,16.6932,14.0,25.7612,10.8008,6.0,11.2058,13.4681,11.1684,15.23,6.23048
160628,08:00,8.06893,13.0,37.155,15.29,9.0,3.12361,16.3552,10.1827,13.91,9.92989
160628,16:00,,4.0,23.5162,15.1856,4.0,13.2606,9.15493,9.75716,10.3347,4.99119
160629,00:00,,11.0,36.8372,19.8836,11.0,5.06694,21.0586,15.5994,10.52,5.90827
160629,08:00,,11.0,50.9425,21.1364,13.0,11.1058,15.1638,17.4076,13.32,8.6186
160629,16:00,,8.0,8.47045,10.1744,5.0,9.89778,7.77263,8.15976,10.118,1.95255
160630,00:00,,22.0,29.4552,22.2848,14.0,5.18778,21.0501,11.1837,9.03,4.52901
160630,08:00,,14.0,22.2769,21.2408,18.0,14.575,10.8638,9.95695,11.68,12.6606
160630,16:00,,7.0,8.27965,6.5204,17.0,8.28694,7.60303,7.96414,13.792,6.77393
160701,00:00,,11.0,15.7643,16.2296,19.0,8.14028,9.2386,8.41505,10.81,8.57478
160701,08:00,,18.0,23.3708,18.944,0.0,27.9872,7.58532,8.37186,16.69,6.03597
160701,16:00,8.89766,14.0,12.4498,7.7732,12.0,4.6325,12.0911,8.09411,10.6711,2.25606
160702,00:00,11.382,37.0,23.8192,15.812,22.0,15.0864,13.2299,16.4751,11.82,7.04575
160702,08:00,11.8664,19.0,24.1246,18.8396,12.0,15.0811,8.77802,18.0283,12.93,5.38249
160702,16:00,11.3143,8.0,5.7505,8.6084,8.0,10.3706,4.61729,16.6753,7.59389,3.64701
160703,00:00,5.93812,,13.3306,7.982,,1.4975,6.75577,5.01289,10.52,2.43972
160703,08:00,11.4122,1.0,5.4,10.6964,,3.27361,9.85901,3.58753,9.36,7.74695
160703,16:00,6.65111,4.0,13.78,11.4272,,7.67806,5.99393,6.00681,2.19067,3.88046
160704,00:00,8.07851,7.0,20.7209,10.3832,,3.48639,9.11165,7.03213,3.73,1.0
160704,08:00,8.27211,6.0,17.5652,13.4108,,7.35278,4.45387,6.16449,4.95,6.89743
160704,16:00,8.38556,2.0,7.37867,5.7896,,5.74528,7.48655,7.19449,2.53833,4.02813
160705,00:00,12.3834,14.0,20.2513,11.114,2.0,6.26583,13.1378,7.6656,4.91,6.89709
160705,08:00,14.2092,6.0,30.3065,9.548,20.0,7.59306,11.4072,8.87998,16.61,6.86554
160705,16:00,,9.0,6.71297,7.5644,5.0,4.87778,,10.0432,7.51192,5.3522
160706,00:00,,5.0,14.5708,11.5316,12.0,11.8222,,12.034,9.39,1.92845
160706,08:00,,,23.0836,12.9932,13.0,3.3025,6.6221,5.89845,6.07,2.98358
160706,16:00,,4.0,,4.7456,4.0,7.40444,,7.30597,6.84525,3.75926
160707,00:00,,,,6.6248,5.0,7.20667,,5.01712,6.55,4.02056
160707,08:00,,6.0,,8.2952,7.0,7.56028,6.56706,5.89407,9.25,2.21179
160707,16:00,,2.0,11.2756,11.636,5.0,2.56194,,7.77,5.02183,2.81094
160708,00:00,,10.0,23.5694,10.4876,7.0,7.945,11.7012,4.98554,5.23,16.1197
160708,08:00,,4.0,,11.636,5.0,7.15833,11.8892,5.76468,18.41,8.08863
160708,16:00,,4.0,11.1092,6.8336,5.0,3.975,9.92018,6.61947,7.24194,5.54161
160709,00:00,,10.0,31.525,16.856,10.0,8.2825,16.9521,8.57698,11.68,6.25628
160709,08:00,,2.0,19.2515,16.5428,7.0,3.30222,4.61804,7.33054,8.98,3.56634
160709,16:00,,5.0,12.4221,7.6688,5.0,6.40917,,4.16015,7.43819,3.55375
160710,00:00,,3.0,13.6725,6.938,4.0,4.97028,12.7002,8.16491,4.55,4.47758
160710,08:00,,5.0,19.2267,8.7128,4.0,4.3675,8.0203,7.2234,6.84,8.12784
160710,16:00,,9.0,11.7115,8.1908,10.0,10.3461,5.46136,9.57989,5.5885,4.82714
160711,00:00,,12.0,22.6108,12.8888,1.0,10.7356,12.1206,15.1373,8.28,6.43286
160711,08:00,,13.0,24.389,10.4876,13.0,14.7589,6.3206,15.3453,13.11,13.0994
160711,16:00,,,15.6946,10.07,11.0,25.5436,7.68226,12.1506,13.2472,4.79283
160712,00:00,,17.0,29.0189,9.4436,7.0,2.74194,12.2786,14.8482,15.27,9.50757
160712,08:00,,,22.9527,19.988,12.0,10.1231,9.92145,23.2694,16.09,5.92048
160712,16:00,,20.0,18.9819,17.5868,12.0,8.09111,5.66043,8.38362,12.672,4.42582
160713,00:00,,20.0,25.3923,25.1036,24.0,9.27111,,14.5406,10.54,8.50109
160713,08:00,,,24.205,18.3176,11.0,3.20083,7.44807,14.0949,19.24,10.9717
160713,16:00,9.09738,,18.1675,12.68,5.0,4.46389,6.52586,12.3278,16.107,5.96261
160714,00:00,6.67151,7.0,22.7908,15.3944,12.0,6.70444,11.242,23.2601,10.43,3.67546
160714,08:00,6.26808,11.0,28.285,13.724,12.0,10.0264,6.36947,10.7444,10.56,3.24654
160714,16:00,5.32448,2.0,9.86667,15.9164,0.0,2.39583,,6.91003,1.28572,3.25066
160715,00:00,7.23518,,6.8775,2.24,7.0,,,5.1591,,6.31118
160715,08:00,3.84472,,18.5716,6.7292,5.0,,,4.01329,7.96,1.0
160715,16:00,7.96168,4.0,12.9075,6.1028,9.0,1.7989,5.28977,7.63244,4.72306,1.34119
160716,00:00,7.11254,5.0,17.785,13.6196,6.0,3.67639,8.77666,6.1249,8.35,1.0
160716,08:00,6.56096,9.0,15.8674,12.2624,9.0,1.70056,11.4851,10.0032,9.03,10.2791
160716,16:00,8.63751,7.0,17.7167,11.4272,,1.87611,13.5311,6.85811,4.90769,7.06154
160717,00:00,9.09131,10.0,16.7941,13.6196,10.0,11.5064,11.096,15.031,2.54,3.38081
160717,08:00,10.7152,20.0,19.1667,15.0812,9.0,13.3833,11.9976,10.4475,10.49,4.44931
160717,16:00,7.07433,5.0,31.5026,10.3832,7.0,1.34389,8.55117,8.57854,5.57278,3.11184
160718,00:00,7.82156,11.0,32.9517,17.378,2.0,3.23389,17.3393,7.12693,7.24,7.59105
160718,08:00,13.2529,8.0,23.1684,11.9492,4.0,2.19806,9.91075,7.10114,8.23,2.22163
160718,16:00,11.0524,7.0,16.0692,8.7128,7.0,,10.3829,3.02746,5.95078,1.14779
160719,00:00,9.76082,5.0,25.7991,10.07,8.0,1.68389,7.77001,6.71104,5.57,1.14496
160719,08:00,10.0293,11.0,30.7317,8.9216,3.0,28.4306,15.5423,4.3649,8.03,2.79414
160719,16:00,7.01551,2.0,23.1684,8.2952,1.0,5.86972,7.21348,2.63889,5.51939,5.59325
160720,00:00,8.56855,8.0,24.3925,8.504,6.0,1.46833,6.90406,5.93326,6.9,0.10556
160720,08:00,7.81007,5.0,,8.1908,4.0,3.68028,19.5556,6.17937,7.81,13.98
160720,16:00,5.50473,2.0,13.8213,5.4764,5.0,3.0075,7.93607,6.58057,3.23861,1.4089
160721,00:00,17.0899,19.0,33.1902,7.0424,2.0,2.82083,8.74294,8.39713,9.12,5.26611
160721,08:00,13.5393,,45.576,7.2512,5.0,3.03278,10.9592,4.13353,11.03,4.88453
160721,16:00,7.09824,12.0,13.4356,5.0588,5.0,3.765,10.422,6.24841,5.43017,3.56252
160722,00:00,10.3013,3.0,39.4587,6.2072,8.0,4.60083,24.9235,4.18548,3.04,6.45651
160722,08:00,14.2341,3.0,33.0631,10.6964,12.0,6.75694,19.8434,9.70542,9.78,10.1681
160722,16:00,6.25027,3.0,7.41689,9.9656,15.0,10.1536,8.21802,7.85759,3.82775,1.1615
160723,00:00,12.0102,12.0,23.1244,14.0372,9.0,9.27,16.0862,12.2601,9.82,5.62075
160723,08:00,11.7363,16.0,32.6009,14.246,15.0,10.7856,14.8859,16.8288,12.94,9.71425
160723,16:00,10.5584,6.0,13.7973,10.4876,16.0,10.8833,13.3316,14.7452,10.253,9.71223
160724,00:00,16.9897,24.0,41.0622,21.2408,22.0,3.53528,14.6937,18.9518,16.42,23.4253
160724,08:00,21.3445,,33.8196,19.988,19.0,4.14722,13.8681,12.1694,22.93,9.97132
160724,16:00,18.793,24.0,12.3396,12.2624,11.0,4.97722,8.20519,11.8159,13.7843,14.9791
160725,00:00,25.219,9.0,24.8996,16.0208,20.0,8.99028,16.1409,17.3225,15.14,15.9276
160725,08:00,20.4216,35.0,34.5493,17.4824,33.0,12.3961,24.6399,15.0341,20.32,15.1558
160725,16:00,15.533,26.0,22.5876,12.3668,32.0,9.39694,5.92215,11.2126,8.7085,13.4767
160726,00:00,17.7261,19.0,34.3342,14.3504,34.0,11.6608,20.254,16.6008,19.13,18.5015
160726,08:00,24.1949,33.0,45.448,23.4332,33.0,15.1019,18.7199,14.4322,24.36,20.1417
160726,16:00,15.8957,,22.7833,12.4712,11.0,12.2422,10.9411,15.4388,15.6235,12.9283
160727,00:00,16.5995,44.0,24.2344,19.0484,20.0,4.35417,11.4,11.0444,18.25,2.81659
160727,08:00,20.7712,23.0,33.7701,28.862,26.0,2.88111,20.3129,8.74883,13.06,4.95893
160727,16:00,11.2996,,10.5972,17.0648,2.0,7.59806,24.6474,10.884,13.263,6.90841
160728,00:00,9.27471,17.0,24.2498,19.3616,12.0,7.59278,11.2541,11.1241,17.56,5.07489
160728,08:00,12.3569,26.0,21.1257,24.686,34.0,8.73961,11.5517,14.8705,13.33,8.48697
160728,16:00,11.8873,,23.3038,16.2296,13.0,8.96556,16.6345,14.022,10.9445,3.38313
160729,00:00,19.3235,25.0,22.8806,17.2736,7.0,8.575,24.4893,6.48104,13.15,10.7171
160729,08:00,22.4456,28.0,27.6059,20.3012,5.0,6.66556,22.8955,13.2344,17.94,5.5444
160729,16:00,13.132,20.0,13.9645,12.4712,9.0,3.45611,5.04473,8.53186,13.0215,11.2112
160730,00:00,8.50873,23.0,25.3067,23.4332,1.0,6.50444,15.0956,9.6058,17.91,6.12189
160730,08:00,6.71053,24.0,13.4625,18.5264,23.0,13.5275,11.4675,12.2525,15.79,4.73181
160730,16:00,4.40934,16.0,4.3562,9.1304,22.0,16.5536,5.39147,10.224,6.369,1.71816
160731,00:00,10.9924,18.0,14.9799,15.3944,12.0,9.05194,14.4853,13.4465,11.55,5.17112
160731,08:00,10.7502,17.0,10.8437,13.5152,12.0,3.82917,9.41698,8.16919,14.41,4.22448
160731,16:00,9.24608,,7.2034,7.0424,9.0,1.57611,4.73505,7.37136,8.81075,3.07552
160801,00:00,5.80357,,11.1901,9.9656,8.0,7.59861,8.59466,9.95833,12.3,2.20775
160801,08:00,10.2381,,19.7141,10.1744,5.0,6.7475,9.01643,6.31431,8.61,4.37728
160801,16:00,4.07556,,12.0771,5.894,5.0,1.30806,5.18448,3.71154,5.373,2.56882
160802,00:00,6.43009,,14.9226,6.8336,7.0,3.84028,13.9134,8.30646,6.39,2.74983
160802,08:00,15.3658,,22.876,9.548,4.0,4.66139,8.15792,9.0817,13.28,5.84755
160802,16:00,10.3682,,6.9343,5.0588,7.0,11.5778,6.97589,6.90299,11.415,6.40245
160803,00:00,11.5906,,21.4906,14.246,12.0,6.08222,10.0802,11.7061,13.53,4.40023
160803,08:00,13.2812,,17.2997,19.1528,11.0,9.49528,9.72196,,13.76,8.26043
160803,16:00,3.51146,,12.4335,12.158,11.0,5.44944,9.00272,,5.87167,0.26418
160804,00:00,4.94488,,22.0113,15.7076,15.0,11.7386,14.6321,,6.51,1.0
160804,08:00,9.32254,,10.2183,18.7352,17.0,7.04167,8.09289,,7.83,2.59139
160804,16:00,7.43211,,7.9559,9.1304,6.0,5.68278,9.79772,4.64615,2.88944,2.86993
160805,00:00,11.5787,,22.891,22.2848,11.0,2.06,14.9319,8.68965,10.65,5.896
160805,08:00,13.0126,,28.1733,18.422,9.0,5.92833,10.4941,10.4049,6.39,2.74598
160805,16:00,,,14.3221,9.548,9.0,4.45167,17.867,10.1034,9.34,3.41738
160806,00:00,2.68132,,26.4664,15.7076,20.0,4.57333,5.18326,7.18899,6.99,8.80279
160806,08:00,12.1445,3.0,10.8014,12.2624,3.0,10.7261,10.2763,6.67159,12.7,1.26738
160806,16:00,8.40479,,25.7514,19.6748,15.0,3.79861,15.8075,10.7557,5.92278,2.38436
160807,00:00,5.99945,,22.6443,13.724,6.0,1.29056,18.6742,7.246,8.83,6.02331
160807,08:00,5.62014,6.0,14.0256,8.8172,3.0,3.39056,13.4439,7.56398,15.53,3.29849
160807,16:00,9.7124,4.0,10.7036,4.0148,5.0,3.67667,,5.62104,4.9595,5.08972
160808,00:00,14.3306,9.0,17.043,10.6964,8.0,7.23139,15.5127,7.33664,5.05,5.98832
160808,08:00,9.34166,15.0,18.5006,10.2788,7.0,8.49917,10.7488,7.005,7.27,3.59121
160808,16:00,10.4859,10.0,7.7416,7.0424,5.0,7.355,9.37989,6.78442,6.79833,4.83936
160809,00:00,15.6118,13.0,30.4357,12.3668,18.0,1.98583,12.7528,9.54993,9.51,6.74524
160809,08:00,8.63488,26.0,21.5305,20.51,12.0,3.61111,14.7616,8.51826,10.87,2.73001
160809,16:00,7.18844,9.0,15.9442,12.68,9.0,1.95278,7.97977,10.0441,9.84667,2.60125
160810,00:00,12.4006,7.0,11.0979,8.8172,7.0,2.95806,12.1645,7.34789,9.09,2.08781
160810,08:00,11.5538,14.0,8.96003,21.6584,2.0,4.05444,8.4102,8.68763,13.8,1.0
160810,16:00,4.96144,10.0,8.57845,8.8172,0.0,4.48278,7.04837,8.50953,4.60556,1.0
160811,00:00,8.07255,13.0,11.0496,9.4436,3.0,6.67611,11.5716,11.3868,10.05,0.54856
160811,08:00,7.93321,6.0,22.1899,11.5316,14.0,4.19861,16.2197,7.69628,6.44,2.70655
160811,16:00,2.31996,3.0,12.9054,5.2676,2.0,2.61139,9.49828,6.27501,5.98875,1.33428
160812,00:00,18.0253,8.0,16.7009,9.6524,11.0,5.65722,16.9052,,9.8,6.09897
160812,08:00,11.4532,12.0,24.0762,9.1304,22.0,9.45972,14.5728,7.61258,13.58,3.62481
160812,16:00,6.44637,9.0,11.9051,7.5644,4.0,8.90722,8.5862,9.81451,10.3423,3.34626
160813,00:00,6.783,18.0,31.8386,15.4988,9.0,9.40667,14.2718,13.0396,9.09,1.61765
160813,08:00,2.37189,14.0,18.8943,19.466,12.0,4.77472,14.3304,19.0162,10.31,
160813,16:00,4.05101,9.0,8.66352,14.0372,16.0,9.45139,8.38473,10.0975,4.71758,
160814,00:00,10.8228,11.0,23.312,17.2736,9.0,5.14889,10.7155,9.30382,11.05,
160814,08:00,10.8534,14.0,13.6991,18.422,18.0,1.64111,8.73752,8.39079,12.92,
160814,16:00,4.87407,7.0,15.7024,6.8336,2.0,2.48639,14.7567,7.02615,5.48222,3.42592
160815,00:00,10.9239,4.0,26.38,8.2952,6.0,5.51139,7.85888,8.71639,7.51,2.14228
160815,08:00,9.23883,7.0,13.925,4.6412,5.0,6.00333,7.72178,,3.87,6.00614
160815,16:00,4.95789,3.0,7.4375,6.6248,,2.95167,7.82712,,1.87833,5.57041
160816,00:00,9.52796,7.0,13.29,6.416,4.0,7.88083,18.6608,,2.19,9.14342
160816,08:00,5.71812,10.0,23.91,13.3064,4.0,6.13333,12.0982,,8.34,13.2104
160816,16:00,8.6962,8.0,11.86,7.6688,0.0,4.22639,13.2937,3.03759,3.98636,6.8506
160817,00:00,14.6916,11.0,33.2093,10.1744,2.0,4.76056,16.504,4.55976,3.27,1.87923
160817,08:00,7.33332,13.0,27.2147,11.636,23.0,5.19444,8.93732,7.35852,5.32,7.61841
160817,16:00,6.17857,5.0,19.5693,7.3556,9.0,6.15472,9.77165,4.98404,4.00872,2.31033
160818,00:00,11.9233,16.0,30.844,7.2512,5.0,4.88917,23.1,5.89289,6.7,8.86628
160818,08:00,12.7895,13.0,35.5693,14.8724,10.0,4.625,15.1914,8.8979,12.31,6.56439
160818,16:00,10.326,15.0,10.564,12.3668,6.0,5.89361,9.6521,5.04349,8.61011,1.63344
160819,00:00,10.0436,16.0,33.3773,16.856,12.0,4.76056,15.7516,12.3262,11.92,7.08386
160819,08:00,15.5573,24.0,40.3347,22.598,9.0,6.7475,15.3336,15.5886,22.69,7.27922
160819,16:00,6.72007,16.0,10.2387,12.158,8.0,12.9469,11.2706,4.81441,11.2944,4.05858
160820,00:00,23.9827,23.0,44.5853,27.1916,5.0,7.50306,23.4344,16.6786,20.06,11.456
160820,08:00,13.8394,26.0,40.556,29.8016,15.0,10.6136,18.0171,18.1818,23.36,16.7414
160820,16:00,9.28677,17.0,15.4812,9.026,9.0,10.8367,12.5748,8.70187,11.7565,5.35837
160821,00:00,10.2914,28.0,48.0093,22.2848,18.0,16.7306,24.5128,16.5378,15.63,5.18099
160821,08:00,12.6849,20.0,45.4098,23.12,12.0,21.9267,14.0796,19.5952,17.35,1.02
160821,16:00,4.44962,27.0,13.6702,18.0044,18.0,6.89028,,14.6428,6.81233,8.17616
160822,00:00,9.90702,9.0,26.4524,27.6092,11.0,3.195,12.5998,15.9359,13.56,4.42828
160822,08:00,8.42452,18.0,33.8649,14.0372,12.0,19.2683,12.7169,4.36661,15.01,10.654
160822,16:00,6.90634,2.0,26.8796,12.9932,7.0,10.3344,11.9143,13.5152,6.6825,4.43785
160823,00:00,14.0133,17.0,18.2938,25.3124,1.0,7.26,17.2982,12.1768,11.03,14.5728
160823,08:00,11.525,16.0,39.8951,29.1752,9.0,9.26583,24.3289,12.9409,16.31,3.25603
160823,16:00,9.41043,12.0,10.088,11.114,3.0,2.95667,13.0011,12.4951,11.9627,7.20735
160824,00:00,15.0638,20.0,18.2529,18.5264,15.0,2.64389,16.4954,5.87195,13.76,6.91031
160824,08:00,11.114,11.0,33.1969,19.1528,2.0,7.18778,17.3829,7.81518,11.14,8.32852
160824,16:00,2.89765,6.0,15.7613,8.2952,9.0,5.51167,12.2034,8.25972,4.37567,8.63951
160825,00:00,14.2779,11.0,22.0347,13.0976,7.0,7.08917,16.4591,9.47521,9.35,7.89911
160825,08:00,9.02687,12.0,34.824,15.29,13.0,9.12528,14.5809,24.1145,10.44,13.3499
160825,16:00,2.80987,5.0,8.45422,7.5644,8.0,5.11889,,10.0597,5.653,6.85068
160826,00:00,10.5003,9.0,50.0729,14.9768,15.0,9.56167,,14.7124,11.51,7.39688
160826,08:00,19.0902,10.0,41.832,18.944,10.0,10.0881,,11.2707,13.83,14.2108
160826,16:00,5.24272,18.0,13.2827,7.6688,5.0,5.43722,12.2738,13.8094,11.3208,7.00174
160827,00:00,12.0868,14.0,37.1236,13.5152,11.0,18.3483,17.9001,11.2638,18.03,11.9625
160827,08:00,12.3003,20.0,34.5667,20.3012,12.0,28.0633,8.93816,15.8411,23.41,16.5835
160827,16:00,3.54198,15.0,13.0444,9.9656,6.0,2.88167,10.407,9.9666,13.6457,6.74447
160828,00:00,20.7052,21.0,46.5458,29.2796,26.0,4.32111,30.1391,13.1896,23.42,6.07009
160828,08:00,18.2719,20.0,40.2209,23.4332,23.0,0.89583,16.0943,9.05155,19.73,10.7622
160828,16:00,18.0492,19.0,12.1573,10.9052,9.0,11.4144,9.98316,17.375,15.2192,14.5666
160829,00:00,19.6955,18.0,29.7698,16.0208,17.0,13.3778,15.668,20.3054,22.65,3.24312
160829,08:00,8.78406,25.0,27.9356,23.9552,12.0,6.73917,21.2357,25.9372,22.17,5.37699
160829,16:00,14.8048,1.0,32.2062,15.29,27.0,4.08028,12.4076,8.66291,11.7155,7.26512
160830,00:00,6.53782,9.0,29.168,8.8172,16.0,3.77222,15.1413,7.1561,12.13,1.78012
160830,08:00,6.15826,2.0,27.0324,13.0976,0.0,,6.87491,4.49415,10.89,5.24654
160830,16:00,3.87316,3.0,4.736,7.46,8.0,,5.66522,8.53296,4.50517,6.75885
160831,00:00,15.5725,8.0,13.3222,9.8612,3.0,,11.7722,10.8013,15.74,11.3463
160831,08:00,17.4809,13.0,24.9476,12.5756,8.0,,31.8362,9.59128,42.58,12.2057
160831,16:00,8.14136,13.0,10.743,13.4108,11.0,,12.2236,9.23195,12.2889,6.28207
160901,00:00,13.7152,10.0,26.6601,15.3944,11.0,,20.7174,9.8997,24.06,9.2526
160901,08:00,25.6889,16.0,45.3763,24.4772,11.0,,24.9245,15.7616,23.08,8.51043
160901,16:00,6.24313,9.0,9.87039,8.7128,3.0,9.50534,11.2228,10.6716,13.7286,13.3126
160902,00:00,16.3698,17.0,42.4612,25.5212,13.0,9.65361,16.6638,12.9859,18.24,15.0854
160902,08:00,15.4841,25.0,45.1309,26.6696,12.0,11.4361,32.8214,18.5932,26.47,8.15511
160902,16:00,8.88591,13.0,18.2519,15.9164,7.0,6.21944,14.6138,11.1817,,3.60748
160903,00:00,17.0316,28.0,51.2742,19.466,23.0,7.42,25.4595,11.8135,37.85,11.5299
160903,08:00,22.0431,16.0,55.8684,14.6636,17.0,7.50167,30.6798,10.1055,33.09,13.5441
160903,16:00,6.45374,11.0,18.1427,13.0976,9.0,6.72806,10.9872,10.9829,10.5022,2.42453
160904,00:00,16.1569,35.0,61.8991,32.8292,13.0,5.17417,24.0391,22.7924,23.23,9.48259
160904,08:00,11.5518,20.0,46.5444,18.422,22.0,6.25694,15.7054,14.2899,28.17,2.4625
160904,16:00,4.97153,12.0,8.46222,10.592,17.0,4.15833,8.65341,9.13932,11.824,5.63857
160905,00:00,6.38433,,13.276,12.2624,8.0,3.70361,7.82534,7.02549,13.47,2.95206
160905,08:00,3.73436,,11.4987,22.1804,5.0,6.2275,6.81068,5.11272,11.71,3.97166
160905,16:00,1.47732,10.0,13.728,10.9052,,3.41389,9.08439,5.03467,4.41194,4.0129
160906,00:00,7.80245,5.0,3.62133,5.372,6.0,5.07028,7.00533,7.6319,14.16,5.78825
160906,08:00,11.0487,7.0,15.0671,12.7844,11.0,7.20806,6.52791,5.61147,10.48,16.2415
160906,16:00,6.05836,13.0,26.0609,7.2512,3.0,9.56417,11.9882,5.86753,2.71233,4.92233
160907,00:00,5.66001,14.0,31.0409,11.5316,5.0,7.40528,26.8433,10.7298,18.03,9.93545
160907,08:00,13.8298,19.0,42.4876,19.466,20.0,2.63306,20.1763,10.6794,64.42,15.401
160907,16:00,17.632,8.0,28.1084,9.6524,4.0,5.76528,15.589,8.72669,13.7968,8.6937
160908,00:00,26.1874,20.0,41.5809,20.4056,12.0,10.4533,29.8245,17.3292,13.28,12.1474
160908,08:00,28.3129,34.0,41.436,33.56,29.0,14.1936,20.7696,20.0215,41.65,21.4574
160908,16:00,11.6477,23.0,18.9329,19.2572,73.0,16.7094,16.8923,11.243,20.47,19.0251
160909,00:00,12.7596,38.0,46.0698,32.3072,26.0,10.5844,29.0726,14.0583,44.9417,18.0237
160909,08:00,17.2095,26.0,47.7738,40.0328,12.0,19.2106,19.4664,19.2103,44.85,19.7744
160909,16:00,12.3742,17.0,17.9222,15.7076,28.0,20.2614,9.51118,21.0175,14.07,21.5942
160910,00:00,25.6736,,48.5498,26.9828,27.0,21.6844,32.7289,31.3939,39.3683,29.4479
160910,08:00,24.0458,34.0,53.6836,39.9284,35.0,14.1842,25.6643,19.8345,71.06,17.2272
160910,16:00,14.3409,20.0,23.7053,15.812,23.0,15.9253,22.4337,20.5851,12.4,8.24279
160911,00:00,22.5044,31.0,61.5027,31.0544,25.0,14.5017,30.1709,18.7932,34.3227,13.8535
160911,08:00,31.1029,31.0,62.8778,46.7144,28.0,12.2675,39.9155,12.5815,,13.541
160911,16:00,13.1675,22.0,20.7489,15.29,20.0,15.5742,18.1214,24.4813,,17.0514
160912,00:00,26.3409,,41.3649,30.8456,35.0,14.4478,28.4865,27.5087,51.6597,13.5852
160912,08:00,35.4652,43.0,48.9133,33.6644,44.0,21.7478,33.0322,31.5968,47.55,18.6767
160912,16:00,17.4834,12.0,,13.0976,15.0,10.6867,17.6122,17.9975,,16.572
160913,00:00,27.2755,16.0,35.8851,24.5816,30.0,5.17278,37.9261,25.7345,,29.5182
160913,08:00,39.8611,15.0,54.73,33.1424,28.0,14.1514,35.3016,17.6742,,31.0337
160913,16:00,10.5953,18.0,23.1133,18.6308,3.0,9.52083,22.4646,5.03125,,22.6098
160914,00:00,23.0261,,,13.3064,5.0,3.11361,33.6336,8.43261,,16.9803
160914,08:00,17.501,8.0,69.565,20.8232,11.0,27.0069,32.6388,6.00191,,7.92485
160914,16:00,5.19674,,15.106,11.636,6.0,1.39028,6.4335,6.99647,,2.4571
160915,00:00,18.053,7.0,27.712,12.4712,10.0,5.96833,15.5593,15.7897,,13.9147
160915,08:00,20.6618,18.0,42.751,17.4824,27.0,39.7594,17.2731,20.4131,,13.3147
160915,16:00,9.65552,6.0,23.785,10.9052,5.0,8.33667,18.502,3.33897,,7.96712
160916,00:00,17.2097,16.0,52.072,24.0596,26.0,6.33528,28.5925,10.6864,,11.5586
160916,08:00,35.2187,17.0,81.0627,,21.0,35.1519,28.8266,,,18.7022
160916,16:00,20.3343,24.0,21.6414,11.5316,2.0,11.7233,18.7779,9.06865,,17.6826
160917,00:00,27.6161,16.0,61.0211,16.4384,15.0,4.56889,37.4708,9.50388,,21.1995
160917,08:00,38.1904,17.0,64.7458,17.4824,7.0,8.52639,37.7551,10.41,,11.0956
160917,16:00,16.8637,13.0,34.0501,11.7404,7.0,3.065,,7.41274,,9.58912
160918,00:00,22.9678,5.0,17.9704,11.114,1.0,5.69278,23.7772,8.2673,,6.533
160918,08:00,11.6549,3.0,53.8657,8.2952,10.0,5.54889,8.50762,7.57793,,6.27864
160918,16:00,19.0974,9.0,29.9425,11.3228,5.0,3.87139,30.5488,6.4438,,4.52217
160919,00:00,15.9066,5.0,16.3618,9.6524,21.0,6.59556,19.9901,8.8672,,5.39196
160919,08:00,15.6205,6.0,27.422,14.9768,14.0,14.6983,12.4828,9.57989,,15.6118
160919,16:00,,20.0,31.7373,16.0208,4.0,5.27,17.8081,6.2417,,6.47112
160920,00:00,14.4993,8.0,25.1528,14.9768,21.0,7.82833,20.5502,9.18352,,18.5966
160920,08:00,14.0829,14.0,23.0917,22.8068,22.0,11.7272,11.4044,12.6126,18.1183,18.1091
160920,16:00,14.6925,10.0,13.5779,11.114,8.0,8.66111,7.66577,5.58498,9.9,5.58187
160921,00:00,7.28655,22.0,33.6129,11.4272,22.0,15.9358,20.5084,12.2829,12.72,11.0028
160921,08:00,16.3919,12.0,44.1599,21.9716,8.0,9.55861,24.3,8.64012,15.9367,15.291
160921,16:00,7.18897,,20.5236,12.4712,6.0,12.16,11.4545,8.2028,6.16,4.04714
160922,00:00,27.3821,11.0,20.9422,10.9052,13.0,5.23611,17.1728,10.4711,29.41,11.7501
160922,08:00,13.1952,19.0,42.8228,17.7956,16.0,7.08528,22.5435,13.8198,25.1588,10.6651
160922,16:00,3.90251,9.0,21.755,10.8008,11.0,4.38389,7.56806,4.46478,9.0,16.396
160923,00:00,24.4585,18.0,58.5835,14.1416,26.0,5.49472,35.0326,11.2773,31.23,9.91685
