date,time,DsWrocWybCon,LdLodzGdansk,MpKrakAlKras,MpZakopaSien,MzWarMarszal,PdBialWarsza,PkRzeszRejta,PmGdaWyzwo03,SlKatoKossut,WmOlsPuszkin,WpPoznPolank,ZpSzczLacz04
16/05/18,16:00,28.357,6.34,32.2292,15.4344,31.8896,16.9,,12.6815,16.7207,9.89681,16.39,20.8272
16/05/19,00:00,37.0295,45.648,111.325,23.7246,45.3572,29.5,,15.9894,40.168,29.2067,23.67,19.8361
16/05/19,08:00,66.2791,24.092,95.4056,19.7304,31.8896,28.9,,36.4313,45.6772,34.8971,35.598,33.0293
16/05/19,16:00,30.5934,27.896,67.4022,17.3863,27.0872,15.6,9.98179,3.86017,26.5859,29.0319,25.47,22.0023
16/05/20,00:00,54.602,34.236,70.934,28.2576,38.5712,46.0,45.0905,39.8929,39.0298,33.1019,43.28,34.5525
16/05/20,08:00,,54.524,83.0387,25.1563,70.622,25.3,30.1589,23.6122,53.2242,42.9304,82.5949,35.0435
16/05/20,16:00,29.892,24.092,42.57,15.5386,36.5876,24.1,20.5123,30.1821,26.2259,40.4239,,21.8446
16/05/21,00:00,36.8079,29.164,72.4055,41.0786,63.5228,29.5,46.2375,17.2103,40.9439,47.0767,35.91,9.48964
16/05/21,08:00,25.4582,21.556,70.3323,22.6691,40.346,34.8,27.7142,6.12008,37.5888,39.6254,31.19,22.7266
16/05/21,16:00,17.2844,12.68,32.2921,11.8183,30.0104,21.5,19.839,2.47769,17.5633,11.3039,22.5133,10.1376
16/05/22,00:00,48.7428,84.956,68.5042,47.4587,45.6704,37.9,42.9674,22.9302,38.9855,28.6819,29.13,26.4946
16/05/22,08:00,34.9318,15.216,80.0676,18.7129,32.2028,26.3,26.7794,19.898,27.443,23.9406,44.64,18.1663
16/05/22,16:00,23.4794,19.02,27.3859,14.9881,26.9828,16.6,9.6423,5.00756,13.0721,15.2675,13.4322,34.2458
16/05/23,00:00,27.8963,22.824,56.247,22.6305,46.088,22.8,20.1281,32.2813,32.6719,29.539,20.41,22.5691
16/05/23,08:00,,38.04,90.5856,14.5672,54.7532,33.5,25.856,40.3402,40.8189,49.3935,36.59,27.9684
16/05/23,16:00,35.751,30.432,44.7577,13.965,35.648,19.3,24.8527,18.7782,20.8319,30.7903,30.6967,23.4795
16/05/24,00:00,35.6658,29.164,41.3566,39.9528,35.7524,16.9,36.8138,19.5715,29.6398,26.7828,36.5,32.2833
16/05/24,08:00,27.8714,27.896,89.0941,32.7202,53.396,31.4,22.3666,20.4325,49.9113,45.7164,37.21,43.916
16/05/24,16:00,31.8403,19.02,54.8526,18.1129,39.9284,10.6,17.8081,4.98314,54.3445,41.0838,26.9811,45.3973
16/05/25,00:00,33.1056,30.432,33.5291,27.1389,47.8628,21.9,29.4328,19.6357,21.0151,28.1389,22.55,25.2671
16/05/25,08:00,23.9058,53.256,65.2941,17.568,94.9472,21.9,26.544,16.2075,51.8684,37.3793,46.13,25.2476
16/05/25,16:00,32.6754,24.092,45.9231,13.9009,56.1104,21.7,16.8454,1.35636,18.9619,63.4496,41.495,24.4171
16/05/26,00:00,28.5963,29.164,30.5779,13.8641,33.56,27.9,30.1271,9.64525,24.5734,20.1793,35.68,29.9483
16/05/26,08:00,35.5891,39.308,37.5293,16.3792,46.2968,20.0,30.8598,7.88361,26.5626,12.1711,23.59,15.0449
16/05/26,16:00,21.0789,24.092,37.9064,14.2216,22.1804,16.6,19.803,6.51367,39.7169,11.6751,26.9722,33.6972
16/05/27,00:00,40.014,26.628,55.0449,28.5051,42.434,17.6,37.5554,59.0576,41.5688,17.0911,34.81,32.0669
16/05/27,08:00,46.4278,22.824,61.6255,18.3786,52.0388,19.9,28.0118,15.6921,43.0863,25.1231,42.09,5.09534
16/05/27,16:00,23.9256,31.7,34.0872,12.8665,50.1596,11.9,14.3582,15.9281,18.9858,34.5139,10.185,10.2959
16/05/28,00:00,16.3368,31.7,14.9887,16.2438,31.2632,25.6,29.4359,16.9686,15.8863,22.5736,27.66,15.4915
16/05/28,08:00,31.9104,34.236,25.8341,9.27994,50.1596,21.1,19.0734,16.4008,18.9891,24.8285,24.41,8.84061
16/05/28,16:00,40.7042,31.7,24.0437,16.848,21.032,24.1,13.594,12.938,19.4081,25.9982,15.2476,17.3018
16/05/29,00:00,18.4417,26.628,47.8472,32.399,40.7636,24.5,38.683,21.1754,16.887,24.7221,23.51,28.6926
16/05/29,08:00,12.5228,21.556,36.6043,12.1183,25.4168,18.8,15.41,16.2762,22.8633,27.9993,24.55,14.8167
16/05/29,16:00,21.8491,31.7,28.0132,8.03515,25.6256,10.8,18.3354,14.6242,26.5923,18.6865,13.7931,24.9589
16/05/30,00:00,21.2372,20.288,39.6785,24.0694,31.6808,14.9,13.0555,12.3214,18.1879,22.7057,29.17,20.2714
16/05/30,08:00,32.2245,29.164,69.5811,8.30849,39.4064,31.4,17.967,23.6284,30.2677,39.1622,18.72,25.5794
16/05/30,16:00,21.2484,30.432,46.8623,15.7797,45.9836,24.1,13.7622,13.3512,14.7551,42.6847,22.3204,24.9171
16/05/31,00:00,27.128,17.752,33.4589,18.1113,42.2252,21.1,17.6429,12.1391,20.9913,32.2225,26.83,11.2894
16/05/31,08:00,42.1559,35.504,75.5154,13.1102,51.6212,21.8,17.8812,15.0813,57.3955,31.1932,21.45,16.7166
16/05/31,16:00,30.4371,22.824,41.7622,13.2414,31.5764,27.9,23.7094,20.3538,26.8424,23.0006,22.7544,23.0645
16/06/01,00:00,22.2969,15.216,20.4041,14.4306,32.2028,13.8,18.7494,10.4725,18.7352,23.6314,29.16,15.5263
16/06/01,08:00,31.7309,21.556,38.6204,12.3161,35.648,17.4,21.2176,24.6499,38.0939,31.1664,18.59,19.1592
16/06/01,16:00,22.4576,13.948,33.9416,6.33147,32.4116,14.4,10.3245,51.0687,22.1242,22.0007,12.9244,11.745
16/06/02,00:00,18.961,17.752,25.788,21.7808,24.9992,14.6,13.2923,24.2484,24.6534,21.6859,18.74,19.5179
16/06/02,08:00,29.6801,27.896,60.8888,24.7563,27.818,21.3,24.3563,3.29159,25.1667,30.5578,22.37,25.5716
16/06/02,16:00,30.026,16.484,17.4244,8.91513,29.384,18.4,11.766,10.153,19.7035,25.4446,21.9619,24.0058
16/06/03,00:00,16.3295,36.772,30.9717,14.9499,30.0104,22.5,13.0263,14.8908,32.3605,33.3482,31.17,13.2749
16/06/03,08:00,19.6929,24.092,45.0977,3.0,35.9612,29.7,22.8549,15.5059,26.9352,61.6862,29.82,25.5406
16/06/03,16:00,24.3667,21.556,36.0015,5.06465,30.6368,28.2,25.2571,16.5345,16.4269,22.1039,16.8369,15.969
16/06/04,00:00,31.354,53.256,38.7725,22.3759,52.2476,28.7,33.6402,18.5788,33.8818,28.4064,29.45,23.5701
16/06/04,08:00,33.8139,24.092,50.666,13.5492,50.264,23.7,27.0775,21.3419,28.8706,22.7008,55.47,34.6132
16/06/04,16:00,22.8202,26.628,26.5944,12.2155,27.5048,20.9,19.3151,5.87692,23.3755,14.4427,16.6689,14.5204
16/06/05,00:00,55.7748,39.308,60.3727,32.8289,32.6204,15.5,47.0445,6.13269,37.0663,15.2092,34.47,12.2125
16/06/05,08:00,37.0731,10.144,44.0972,16.7548,24.7904,13.9,26.7522,5.55233,53.9209,8.30861,26.38,13.2369
16/06/05,16:00,18.9328,15.216,38.8024,12.5679,18.8396,20.5,10.7528,3.79675,15.8522,16.2761,7.31978,14.8914
16/06/06,00:00,19.7039,11.412,22.0453,23.1855,16.6472,15.7,17.5472,4.33164,17.172,7.94186,18.57,14.9805
16/06/06,08:00,24.6231,7.608,33.1128,9.00499,38.8844,20.7,16.1776,8.86986,18.5374,22.7593,18.49,12.2812
16/06/06,16:00,17.7455,15.216,21.6132,13.8072,30.0104,7.9,10.7677,2.19608,16.3519,53.1389,7.68667,11.0232
16/06/07,00:00,21.7495,24.092,29.8797,20.3026,31.1588,18.2,15.1932,5.69058,17.0068,8.74528,14.82,13.0494
16/06/07,08:00,36.2784,17.752,45.934,20.04,40.4504,20.8,17.1657,11.3003,26.8068,13.7436,20.61,16.8417
16/06/07,16:00,17.3732,11.412,21.8708,11.7549,29.5928,19.1,8.73528,1.20022,13.266,50.6553,20.5205,12.3835
16/06/08,00:00,37.4347,50.72,32.4324,17.1,26.6696,27.6,31.7688,36.207,37.6499,25.3283,30.97,20.1676
16/06/08,08:00,45.9195,35.504,46.9009,12.9336,39.5108,13.1,17.4733,13.5169,21.0276,25.5605,56.0,29.4124
16/06/08,16:00,22.4424,12.68,17.7231,11.6222,26.774,15.4,11.9061,20.1421,32.5429,59.5411,46.2165,26.7115
16/06/09,00:00,22.5399,8.876,51.94,25.3148,19.7792,12.8,36.7536,10.9642,33.7845,21.4993,37.23,15.6774
16/06/09,08:00,20.3136,32.968,60.7236,17.1773,50.4728,24.2,18.022,17.2662,47.9199,7.84847,22.48,7.33376
16/06/09,16:00,21.0754,10.144,40.2789,22.7051,27.6092,28.6,21.1889,1.0,16.4681,22.5922,10.2095,9.46386
16/06/10,00:00,9.85316,29.164,34.7191,26.7192,26.9828,9.9,24.4056,16.8942,27.8198,10.1589,19.36,21.1526
16/06/10,08:00,32.8585,30.432,53.5238,26.2798,42.434,18.1,34.9946,65.1817,36.7988,18.4363,30.83,18.9626
16/06/10,16:00,39.8084,24.092,39.9086,11.8609,31.7852,1.6,10.9392,6.27897,33.1336,21.7024,37.8947,34.8511
16/06/11,00:00,20.7526,20.288,44.6288,17.8551,16.1252,8.9,18.0118,5.91942,26.4226,4.20736,32.29,7.27282
16/06/11,08:00,37.0446,7.608,47.1966,17.659,11.5316,1.3,25.6111,18.6173,35.7003,4.45931,23.85,8.38742
16/06/11,16:00,18.8573,15.216,37.3002,10.2465,11.7404,11.7,15.3007,2.22725,17.0351,4.27458,6.66,8.72321
16/06/12,00:00,36.1978,26.628,46.6166,28.2716,28.5488,14.8,35.4728,3.53186,41.5032,11.3507,19.81,7.13623
16/06/12,08:00,23.5818,17.752,39.0035,5.23357,14.4548,6.5,22.929,14.8665,25.9249,5.16278,20.61,15.7706
16/06/12,16:00,26.0792,11.412,24.0211,3.00807,14.768,14.2,12.4931,1.01783,17.3351,3.25458,8.21517,7.20126
16/06/13,00:00,23.6823,16.484,30.3819,29.0305,17.2736,24.4,13.2402,4.78114,23.6262,6.92333,18.08,7.64413
16/06/13,08:00,42.5568,26.628,32.8589,5.72166,28.1312,18.3,14.2552,11.4162,26.5898,34.5246,18.47,7.28751
16/06/13,16:00,22.5658,20.288,26.6616,16.4358,24.164,6.2,27.0423,7.91894,25.3546,24.5082,30.7457,18.7489
16/06/14,00:00,18.7214,26.628,34.9925,18.4165,29.1752,16.6,27.0204,5.28017,24.1008,9.11903,31.0,12.8667
16/06/14,08:00,20.6024,34.236,60.8543,14.0253,41.1812,64.7,18.8974,15.0868,33.1898,42.9203,27.68,18.0733
16/06/14,16:00,15.6328,27.896,42.084,12.4,34.7084,37.4,9.29499,25.1906,24.4959,38.0681,21.212,23.3872
16/06/15,00:00,28.8444,13.948,27.7312,14.4802,17.4824,13.9,13.0324,16.5354,34.3564,20.3476,19.94,14.6598
16/06/15,08:00,49.4651,19.02,49.0317,7.94383,30.8456,12.0,16.8408,93.5401,35.4895,22.7825,36.47,18.4483
16/06/15,16:00,12.9541,20.288,33.9276,11.4529,28.6532,8.5,19.0263,3.47225,16.361,31.4676,16.5346,4.40727
16/06/16,00:00,21.8084,11.412,21.5899,4.90056,23.3288,26.0,11.2828,9.24517,15.0451,26.7678,24.28,11.0139
16/06/16,08:00,27.3213,27.896,23.8784,7.22008,24.7904,23.8,11.5597,6.08025,15.6528,24.0281,18.93,17.9775
16/06/16,16:00,15.4343,8.876,23.3987,18.9777,24.2684,21.1,12.0035,15.0766,13.3637,68.629,12.8087,9.14867
16/06/17,00:00,22.2529,17.752,23.5741,3.51596,23.0156,15.7,10.0606,9.45214,15.7179,24.1828,22.76,18.703
16/06/17,08:00,,29.164,51.3361,70.5901,34.082,18.8,15.0513,9.22408,33.9521,23.776,19.78,8.9773
16/06/17,16:00,17.3415,24.092,27.7527,14.1559,48.5936,36.0,55.4382,4.77594,32.0685,16.994,20.5744,4.261
16/06/18,00:00,21.3584,8.876,28.2203,16.8472,14.8724,9.3,15.3256,11.8285,11.7622,4.64778,15.95,9.79424
16/06/18,08:00,15.6946,11.412,11.844,5.01526,19.6748,10.7,12.1345,16.2398,14.4099,15.5871,20.07,17.8856
16/06/18,16:00,22.9011,12.68,8.4812,13.4142,17.0648,21.2,2.63238,7.75564,,13.6432,15.8632,10.9364
16/06/19,00:00,30.4234,21.556,34.8143,23.9812,41.5988,32.9,10.6254,14.3062,29.3132,24.8622,14.31,12.9026
16/06/19,08:00,16.4529,15.216,36.8788,7.6,27.9224,17.3,12.6983,10.8048,26.475,15.8825,30.44,12.5344
16/06/19,16:00,18.3527,8.876,24.758,6.3,16.0208,15.0,12.5056,8.94097,14.0742,7.47236,8.09014,7.76218
16/06/20,00:00,8.45724,16.484,7.94,8.49998,25.6256,24.3,9.98149,9.48436,13.1106,21.1579,11.39,17.4158
16/06/20,08:00,24.3913,26.628,22.707,5.65796,28.1312,28.8,14.1652,10.2892,19.7286,11.3985,15.8,24.8326
16/06/20,16:00,16.1324,5.072,35.68,10.4039,29.8016,12.3,19.151,4.58331,18.6819,13.5033,19.3951,14.8145
16/06/21,00:00,25.0707,12.68,31.761,23.6485,12.3668,9.5,21.7003,13.5427,17.2378,11.7989,16.43,10.2949
16/06/21,08:00,40.9917,,40.4,21.6453,30.95,10.0,15.9408,15.7508,32.3042,23.5879,34.6,14.1368
16/06/21,16:00,24.9351,,19.551,8.58778,26.4608,10.5,19.1679,7.108,19.3912,24.3351,24.4781,5.71931
16/06/22,00:00,34.0279,,34.709,20.9185,28.2356,15.8,16.9721,12.5409,26.9316,29.9576,17.57,8.00372
16/06/22,08:00,30.327,,49.232,14.3387,28.9664,16.2,28.3224,17.6366,35.4195,11.525,31.92,19.0177
16/06/22,16:00,19.9331,,26.665,12.7261,17.7956,16.8,17.2089,14.7413,24.9115,20.8143,16.7335,17.1098
16/06/23,00:00,33.5251,,40.2583,38.3728,30.3236,24.9,25.851,11.2623,44.2541,24.2281,30.03,14.9746
16/06/23,08:00,35.8723,,50.5573,29.944,43.0604,56.8,21.0255,46.4236,34.7343,27.7511,39.64,21.0921
16/06/23,16:00,,,35.3853,25.4891,31.6808,27.0,26.7372,22.8526,28.4245,25.2392,24.8813,20.8332
16/06/24,00:00,,,37.2607,32.8628,33.4556,63.5,44.982,109.805,38.9479,32.235,26.63,24.3078
16/06/24,08:00,,,50.3224,29.1622,40.868,36.9,25.9106,61.8965,39.271,29.4356,39.51,26.9834
16/06/24,16:00,,,42.3279,31.3777,31.5764,24.4,25.732,31.4591,31.3844,50.5154,32.9989,20.948
16/06/25,00:00,,,38.289,43.1222,44.522,33.0,39.3946,75.6953,44.1977,44.1453,41.03,13.4146
16/06/25,08:00,,,35.6561,21.9288,48.5936,35.6,32.3145,45.0857,16.617,46.3658,48.0,34.0195
16/06/25,16:00,,,45.118,40.1845,41.0768,27.2,33.0228,26.4676,28.3308,32.8594,45.1089,75.2286
16/06/26,00:00,,,44.0801,51.4993,40.6592,29.5,22.9447,2.87986,25.9454,30.0072,44.07,16.8404
16/06/26,08:00,,,39.278,28.0935,36.2744,26.9,24.473,20.0573,27.2062,35.2078,35.34,7.56739
16/06/26,16:00,,,21.6924,16.9165,14.4548,43.7,35.3258,2.1725,,18.5254,14.208,9.1171
16/06/27,00:00,,,18.3588,8.41675,9.6524,15.8,18.1177,5.97225,15.8735,4.77847,9.27,13.5997
16/06/27,08:00,,,34.4569,3.0,23.5376,15.1,11.0802,5.68536,15.2923,10.69,27.43,16.1121
16/06/27,16:00,,,31.8876,8.81264,23.8508,13.6,14.3956,7.72617,19.6822,8.46444,28.2962,10.1066
16/06/28,00:00,,,33.204,3.0,22.076,10.7,15.6796,18.3611,16.0259,16.381,33.1,11.4915
16/06/28,08:00,,,46.4412,5.37417,38.78,17.8,21.2547,19.5648,24.175,15.9194,36.08,10.8536
16/06/28,16:00,23.2064,7.608,31.6164,15.967,29.2796,15.3,7.20161,4.58258,14.8996,66.5346,18.8404,10.1626
16/06/29,00:00,31.0622,21.556,45.4451,19.1103,36.0656,29.2,20.9173,2.64906,31.6226,19.9821,17.64,11.2457
16/06/29,08:00,31.6446,44.38,62.1121,26.1746,42.5384,27.7,24.1356,10.8195,27.7318,27.2208,26.68,7.18399
16/06/29,16:00,23.4345,12.68,13.9608,4.61338,23.8508,19.8,14.9624,32.7581,19.3078,34.6622,14.3076,7.67637
16/06/30,00:00,22.0371,36.772,37.992,15.558,44.1044,35.1,16.9006,12.8309,35.6864,20.6067,15.84,8.57614
16/06/30,08:00,43.6467,30.432,29.7445,13.2064,44.1044,19.1,22.0131,20.8345,35.986,9.71556,26.72,17.1545
16/06/30,16:00,18.4696,15.216,13.8528,8.20026,17.5868,16.2,7.11996,1.88792,18.5625,,37.9404,24.6069
16/07/01,00:00,25.7307,17.752,21.906,19.2704,24.0596,40.6,12.7172,13.8856,16.531,9.58778,30.67,8.17807
16/07/01,08:00,36.3954,25.36,30.8808,18.1763,33.56,18.4,17.9481,78.8046,20.9986,15.8726,36.53,22.3784
16/07/01,16:00,18.4453,11.412,18.2472,11.8821,16.7516,18.2,22.8689,27.3371,22.4775,11.4876,28.1764,8.03038
16/07/02,00:00,21.3617,48.184,30.8412,26.9718,28.9664,37.0,18.4002,29.8446,24.0841,30.1158,26.81,22.854
16/07/02,08:00,24.0019,44.38,31.5985,7.62394,32.3072,20.0,8.49552,30.242,19.7925,25.2851,40.36,23.0538
16/07/02,16:00,28.9397,13.948,10.8228,8.15568,17.0648,14.0,16.9924,4.13483,10.9918,18.6879,25.5924,9.95428
16/07/03,00:00,10.8191,10.144,18.7788,23.3821,15.9164,23.9,29.128,5.27522,11.4983,8.21028,14.45,14.4312
16/07/03,08:00,20.1644,15.216,9.54,3.0,16.7516,10.8,10.1895,16.6719,10.7167,7.5382,18.78,7.0476
16/07/03,16:00,13.6451,17.752,21.2412,3.0,22.7024,5.4,4.57621,12.2461,11.6055,8.89958,6.29583,9.06654
16/07/04,00:00,15.364,10.144,27.4153,10.3613,19.0484,8.3,15.4101,8.83992,16.4605,9.37514,16.1,9.962
16/07/04,08:00,15.4295,13.948,26.622,8.46043,28.7576,7.1,22.9086,15.325,23.7557,15.0618,12.44,14.3459
16/07/04,16:00,,7.608,13.308,4.04977,17.378,13.5,8.83077,10.5267,14.0777,3.59639,9.2275,10.2884
16/07/05,00:00,,55.792,29.9533,20.3585,26.9828,9.4,35.1444,6.74819,19.8286,9.95903,10.32,10.7037
16/07/05,08:00,,16.484,43.1988,14.3866,23.3288,6.3,17.6123,9.05664,23.6445,12.9254,27.7,27.6135
16/07/05,16:00,20.7188,13.948,13.1292,11.2161,18.944,22.4,9.41441,1.81106,23.057,13.779,28.4587,15.2697
16/07/06,00:00,15.0254,5.072,20.3652,38.5443,18.7352,14.5,35.0696,8.29167,8.18743,16.3997,25.44,8.06046
16/07/06,08:00,27.1766,15.216,43.0978,10.8654,24.4772,6.2,10.9376,8.24419,22.7775,12.7444,19.15,7.62835
16/07/06,16:00,54.1092,6.34,,15.5414,15.4988,11.3,28.9563,11.8692,31.8387,7.34667,12.1308,23.5314
16/07/07,00:00,15.5065,8.876,,9.1622,12.2624,2.9,14.209,11.4452,12.6929,5.23653,11.44,9.63756
16/07/07,08:00,18.6314,15.216,,10.9557,14.6636,11.1,19.9504,13.1761,26.2846,6.44417,13.89,8.74652
16/07/07,16:00,18.9596,15.216,23.0411,8.13044,22.2848,29.3,16.5819,5.39161,17.3091,10.934,11.2413,21.74
16/07/08,00:00,29.2583,17.752,39.575,24.8903,18.2132,9.4,22.9879,12.5505,14.657,5.97292,10.88,10.2787
16/07/08,08:00,42.8448,13.948,40.2217,6.16255,29.6972,12.6,19.8178,2.12444,33.3745,8.5325,35.57,8.38902
16/07/08,16:00,19.9071,15.216,23.7958,11.3632,17.1692,17.1,9.48861,4.08308,25.3191,14.521,29.8304,15.9813
16/07/09,00:00,14.5378,19.02,48.3615,34.8878,29.1752,12.2,24.7481,3.77342,24.5273,10.1375,37.02,13.5697
16/07/09,08:00,25.1523,15.216,26.6997,9.93726,24.8948,14.7,9.53984,4.29153,10.6536,18.491,22.01,8.09801
16/07/09,16:00,11.5734,6.34,20.8679,15.7338,16.6472,0.4,8.01473,8.24972,14.3711,4.13764,12.8358,10.2528
16/07/10,00:00,16.0089,8.876,19.1074,22.2914,11.7404,8.5,7.93867,9.56039,14.2579,13.7636,13.35,13.052
16/07/10,08:00,16.6913,8.876,26.8511,3.0,14.768,15.9,9.80846,11.0044,12.7765,11.7117,14.63,11.3995
16/07/10,16:00,13.0789,11.412,17.6843,7.69897,15.4988,13.5,,10.9771,13.3922,15.3179,9.005,10.1434
16/07/11,00:00,21.9084,20.288,31.8054,21.8971,21.2408,16.0,14.105,26.0878,22.9263,22.2667,16.28,20.9884
16/07/11,08:00,34.3436,27.896,51.1898,7.20022,25.208,24.7,14.9969,15.3693,19.4162,21.0889,30.68,17.0201
16/07/11,16:00,36.2424,29.164,31.0915,16.719,25.73,25.3,13.4142,27.2474,36.817,19.2421,31.1498,12.2977
16/07/12,00:00,14.6499,24.092,49.134,51.2496,16.2296,15.1,20.7343,12.9893,24.1975,26.3979,32.76,17.1281
16/07/12,08:00,70.8227,38.04,53.8725,18.9955,45.044,23.9,15.113,5.85214,24.4222,17.6201,36.49,15.5463
16/07/12,16:00,31.9206,26.628,23.6546,28.8791,28.34,21.3,21.2968,17.2004,16.813,16.6497,18.7487,11.0857
16/07/13,00:00,20.2475,16.484,25.9251,18.6818,33.9776,29.4,30.1387,41.6598,,26.1642,29.42,13.4274
16/07/13,08:00,41.8902,22.824,35.26,9.64682,26.6696,13.7,18.0346,3.98542,20.939,19.9949,43.9,12.364
16/07/13,16:00,19.3896,12.68,31.2656,18.6736,23.8508,11.3,10.3548,1.0,10.7678,17.4989,26.5273,11.6624
16/07/14,00:00,15.2285,15.216,30.71,15.3465,22.4936,15.9,10.7805,6.60228,14.6898,32.5269,28.34,8.75891
16/07/14,08:00,7.77444,12.68,40.0388,9.67633,22.4936,17.1,2.84399,14.3585,10.548,18.4062,16.15,
16/07/14,16:00,6.54439,11.412,15.3833,11.4734,26.0432,8.3,9.79247,1.0,,7.61708,1.74844,9.9156
16/07/15,00:00,14.533,5.072,9.43888,3.0,5.372,13.8,11.1519,4.29222,7.52291,12.9646,,14.8956
16/07/15,08:00,34.7672,10.144,25.7344,5.20121,11.9492,6.3,11.0602,8.54775,13.1893,1.64208,8.8,8.14264
16/07/15,16:00,19.3306,5.072,17.7289,3.42462,14.768,12.6,7.0757,8.52658,12.2915,5.76722,10.2439,19.2708
16/07/16,00:00,13.355,16.484,26.39,12.4164,20.51,8.7,9.64355,16.8616,10.954,11.8554,12.57,9.95462
16/07/16,08:00,18.6363,6.34,21.78,5.49335,22.4936,13.9,11.8913,7.12225,11.9887,10.1803,8.34,8.70066
16/07/16,16:00,12.9361,11.412,23.7312,7.48273,21.8672,,9.45161,1.81036,14.6775,8.52764,3.09267,11.979
16/07/17,00:00,12.0432,25.36,22.6034,8.34105,21.8672,24.4,11.4954,62.7643,15.0888,21.3414,14.88,13.9462
16/07/17,08:00,21.9406,20.288,25.6956,4.82041,23.8508,23.1,9.37719,12.1171,12.7552,9.28847,31.02,7.34844
16/07/17,16:00,10.4522,20.288,42.1188,4.59411,20.3012,19.0,5.49184,4.62064,14.2148,12.2811,11.0046,10.0025
16/07/18,00:00,13.4187,16.484,44.2334,13.9626,25.6256,15.1,12.8615,11.0437,21.0905,9.25389,9.85,8.43133
16/07/18,08:00,32.7023,12.68,31.4856,19.0936,21.3452,10.5,,6.44164,15.4578,9.74208,19.72,14.9378
16/07/18,16:00,19.8095,11.412,21.8522,10.3316,19.7792,11.3,16.9825,1.49,16.4104,4.97292,9.98361,7.68326
16/07/19,00:00,19.7793,13.948,36.4934,8.73505,16.334,14.9,14.301,13.9508,10.1269,5.94806,15.03,9.54106
16/07/19,08:00,30.5834,7.608,41.8156,10.0908,16.9604,7.7,18.1541,7.81272,26.2947,8.93514,15.75,5.25522
16/07/19,16:00,17.527,15.216,31.4688,16.9287,23.2244,25.6,6.30013,1.59286,17.0504,6.95986,11.8563,8.27303
16/07/20,00:00,15.9284,19.02,32.9212,8.09845,16.4384,7.8,13.1865,3.49786,10.7845,3.87222,16.66,18.8759
16/07/20,08:00,21.3371,6.34,,12.8063,24.164,10.7,16.2275,10.6568,28.1907,10.2211,20.4,14.4481
16/07/20,16:00,13.74,15.216,23.873,11.5168,16.0208,2.1,10.1025,1.14153,12.6786,10.1219,10.5952,12.5521
16/07/21,00:00,31.7122,41.844,53.8917,23.7419,15.29,7.5,25.2253,9.82658,24.0522,9.60583,21.05,13.5477
16/07/21,08:00,31.6076,22.824,75.8072,14.9279,17.5868,14.1,20.4451,6.09583,26.365,8.41042,29.48,16.9498
16/07/21,16:00,21.6891,20.288,23.6325,6.99635,18.422,18.0,7.38894,1.02533,21.546,14.1687,11.8101,9.37862
16/07/22,00:00,27.0686,24.092,63.6075,21.5466,17.1692,13.9,24.5735,12.0608,43.6112,4.64681,18.85,11.0235
16/07/22,08:00,35.0324,22.824,54.9245,17.232,23.9552,23.8,23.3541,12.1395,42.3307,9.72125,23.21,11.4395
16/07/22,16:00,24.357,15.216,13.0753,15.0395,21.6584,20.5,15.8295,11.1993,19.093,10.7508,8.16522,8.63531
16/07/23,00:00,23.1027,22.824,44.4954,31.2019,22.7024,19.9,22.7201,4.68356,31.3322,26.6975,21.66,9.21321
16/07/23,08:00,24.7154,21.556,56.5634,19.7712,22.7024,28.2,17.9838,23.3038,31.3641,25.1518,26.48,11.8313
16/07/23,16:00,22.0383,36.772,26.249,7.757,20.4056,17.1,11.6383,5.91775,19.0869,22.1457,20.8501,23.0387
16/07/24,00:00,23.4599,25.36,71.6226,36.9487,35.126,31.1,31.5308,8.45353,25.9618,32.4219,29.84,29.8547
16/07/24,08:00,28.8129,30.432,44.4553,21.1547,32.8292,19.2,23.5211,2.98053,22.0398,25.451,38.37,17.8717
16/07/24,16:00,28.8759,27.896,19.1927,16.2139,23.7464,9.6,9.52075,14.2801,16.7965,20.0529,24.7503,23.1201
16/07/25,00:00,36.837,19.02,32.3998,19.8057,25.5212,24.5,23.9713,17.6894,28.3252,27.9118,36.71,24.2377
16/07/25,08:00,30.0013,48.184,43.5739,26.7434,42.956,57.2,22.0394,20.1633,35.0504,23.9687,40.13,33.4943
16/07/25,16:00,27.525,21.556,31.0107,18.383,29.1752,28.1,12.2515,7.50061,15.2039,17.5415,24.6139,37.7486
16/07/26,00:00,26.4163,35.504,43.1929,18.9172,27.296,31.4,30.9067,23.7898,31.6314,23.6271,48.69,36.93
16/07/26,08:00,39.8783,44.38,56.6259,18.0924,45.566,53.8,40.5395,17.6046,26.0682,28.8958,56.05,37.8959
16/07/26,16:00,34.5001,30.432,26.9606,22.4235,28.5488,19.1,31.317,18.1914,19.3895,25.1711,31.9454,20.121
16/07/27,00:00,27.7951,74.812,28.6744,8.31955,33.2468,31.1,22.3744,15.6794,13.6932,16.2956,42.45,13.9957
16/07/27,08:00,34.1968,36.772,45.2015,13.9025,55.6928,32.5,14.6996,6.83753,28.4063,16.4251,19.99,14.565
16/07/27,16:00,22.5176,13.948,15.5097,11.0062,32.516,48.5,17.7369,1.12214,36.2937,19.0603,21.3976,19.3925
16/07/28,00:00,15.5294,25.36,36.6823,34.759,30.0104,22.3,30.8623,13.2398,20.7871,25.289,43.89,15.351
