date,time,DsWrocWybCon,LdLodzGdansk,MpKrakBujaka,MpKrakBulwar,MpZakopaSien,MzWarKondrat,MzWarWokalna,PdBialWaszyn,PkRzeszRejta,PmGdaWyzwo03,SlKatoKossut,WmOlsPuszkin,WpPoznPolank,ZpSzczPils02
160707,00:00,1.07317,1.4,2.54065,3.94298,3.612,0.88,1.6,2.7,4.8896,1.31998,1.99796,2.14581,0.51636,2.66256
160707,08:00,1.1985,1.7,2.50546,5.29388,2.72642,2.09,2.5,1.6,2.1898,1.27163,1.12607,2.05719,0.64261,4.11226
160707,16:00,0.35263,2.9,2.3317,4.41547,1.53337,8.8,2.8,1.1,0.82208,1.0066,2.36116,1.89098,0.19191,1.3998
160708,00:00,1.27922,1.6,3.15567,3.48268,8.2437,4.4,1.9,1.6,1.0456,1.11654,3.03953,1.77223,0.78752,1.75668
160708,08:00,1.57512,1.6,2.50254,16.0119,6.0924,12.21,5.4,2.4,2.4788,1.47221,5.6139,1.10339,2.37053,4.34649
160708,16:00,1.99137,3.3,3.07172,7.02069,4.4848,1.32,1.4,2.1,1.9729,1.69689,5.33321,1.59054,3.18937,3.56133
160709,00:00,0.52479,1.9,2.23917,2.15887,9.9159,4.4,2.9,2.4,1.17092,1.23907,9.19472,1.49648,0.60334,3.57463
160709,08:00,1.83816,1.0,2.31391,3.05714,5.2132,1.1,2.8,3.5,0.16094,1.50182,5.67103,1.59542,0.69495,4.0889
160709,16:00,0.81041,2.1,3.59779,3.71476,4.9294,0.77,4.8,2.8,0.39187,1.36023,0.47007,1.38971,0.36133,3.38252
160710,00:00,1.33767,1.7,3.00272,1.25598,6.7285,4.18,2.7,2.3,0.35871,0.99178,6.37757,1.35484,0.70841,3.43351
160710,08:00,3.41389,1.6,3.58021,5.94201,4.22446,22.77,6.4,2.0,1.25371,2.69924,5.50429,1.53786,1.19009,4.80341
160710,16:00,1.73459,2.2,3.90832,2.98365,4.07896,1.21,1.9,2.5,0.92232,1.64875,2.82782,1.21356,1.46304,2.88008
160711,00:00,0.83817,1.6,2.09366,2.608,8.1432,4.07,3.8,2.5,0.90547,1.73883,6.6849,1.94174,1.04813,3.51404
160711,08:00,1.84805,3.3,1.9292,4.27471,5.474,3.74,3.3,5.2,0.64058,3.81762,4.38408,3.65507,1.40163,5.19502
160711,16:00,1.22819,1.2,2.1792,6.57574,2.27279,1.21,1.6,2.0,1.73232,2.1947,5.4773,2.74388,0.73163,2.55127
160712,00:00,0.38574,1.5,2.16488,2.67191,7.1552,0.33,1.1,1.5,0.79277,1.63349,34.0034,2.1654,0.64097,2.83944
160712,08:00,2.55588,2.3,,5.78934,4.023,1.32,1.8,1.1,1.40037,2.14549,4.01561,2.34392,0.59664,4.37263
160712,16:00,1.11198,1.3,1.92314,3.50325,4.1891,0.22,7.4,3.3,5.66047,1.48806,4.88188,1.54915,1.30265,3.41208
160713,00:00,0.67389,1.1,1.85629,3.08357,5.3886,0.44,1.2,3.2,1.94211,2.17487,3.74903,2.01526,1.48487,3.41947
160713,08:00,0.99026,0.9,2.30049,3.18414,3.3395,0.66,2.5,3.1,2.72408,2.72408,2.68436,2.47773,,7.2205
160713,16:00,1.53007,0.8,2.18547,2.61977,2.57332,0.77,4.7,1.7,0.44007,1.6095,2.63818,1.97506,1.70538,1.76896
160714,00:00,0.37407,1.1,1.65059,3.175,4.3803,0.55,2.2,1.8,1.2101,1.51331,4.15224,2.32086,0.50084,2.41697
160714,08:00,0.16526,1.1,1.79891,2.98592,4.6903,0.55,1.9,2.8,0.47355,1.69968,5.43946,1.82832,0.30498,2.57583
160714,16:00,0.10032,1.0,1.28563,4.20869,3.9872,0.22,3.6,2.8,0.65407,1.33666,2.0857,2.13503,,3.07236
160715,00:00,0.61445,0.7,1.65259,1.75663,3.3693,0.66,3.8,3.3,1.28748,1.13928,1.77072,2.75097,,3.12852
160715,08:00,1.32756,0.8,2.42758,3.52482,3.6656,0.77,2.7,2.3,1.75532,1.35897,1.42836,2.07459,,2.81523
160715,16:00,0.75293,0.8,2.61766,3.28677,2.25862,0.99,2.8,0.0,1.59651,1.31738,1.35574,2.00942,0.62155,1.73724
160716,00:00,0.20702,2.2,3.26247,2.23935,2.8563,1.1,3.2,0.0,1.09845,1.23375,1.4522,1.6897,0.70657,1.19046
160716,08:00,1.54768,2.6,2.14195,2.15785,3.5672,1.1,2.6,0.0,0.97355,1.10465,1.81334,1.67057,1.38367,3.31283
160716,16:00,0.50175,1.9,1.8396,1.47839,2.265,0.77,11.2,,0.91634,1.73776,1.43901,1.61345,0.46528,0.70012
160717,00:00,0.83373,1.2,1.9978,1.70586,2.2999,0.88,2.7,2.2,1.97436,2.39814,5.72934,1.85189,1.23095,1.28089
160717,08:00,3.72965,1.7,1.75432,2.05784,2.3906,1.32,2.6,3.0,0.90134,2.57731,14.1386,1.84738,0.89063,1.78333
160717,16:00,0.64794,2.7,1.88109,2.84015,2.7767,1.21,3.2,3.8,1.83804,1.96657,4.09751,1.10828,0.92699,0.95908
160718,00:00,1.11881,1.5,2.19959,3.11803,1.47433,0.99,3.1,4.0,0.376,1.5709,3.605,1.12188,0.43015,1.40377
160718,08:00,0.79907,3.2,2.28329,2.49459,2.5317,0.99,3.6,2.0,1.50913,1.4172,5.65198,1.28835,0.73205,2.08355
160718,16:00,0.46186,5.1,3.40331,3.89268,2.1384,1.1,1.1,1.8,1.5459,1.34756,1.79527,1.00639,0.9858,0.9065
160719,00:00,1.33024,2.9,2.01676,2.93591,2.45448,0.88,0.9,1.0,0.38285,1.32216,1.33961,1.01341,1.26277,1.32249
160719,08:00,2.26773,2.3,3.25128,3.06359,2.6316,1.32,2.4,1.4,0.7659,1.79154,1.67827,1.25828,1.59283,2.53478
160719,16:00,0.81349,1.8,2.36433,3.32582,1.55274,0.88,2.1,1.3,0.59668,1.54031,0.53007,0.55234,1.04465,1.64886
160720,00:00,0.51219,2.7,1.87536,2.018,2.1804,1.1,1.7,1.0,0.48184,1.31342,2.09831,0.91011,0.96556,8.27482
160720,08:00,1.37551,1.9,3.49969,3.28102,1.7508,0.88,2.4,2.5,0.76207,1.30718,9.64749,0.99398,1.49001,0.26304
160720,16:00,0.4123,5.3,,2.4502,1.68477,0.77,3.0,2.1,0.68258,1.58743,2.40613,1.13488,1.24315,1.40207
160721,00:00,1.01572,2.6,2.96437,2.55917,3.5742,0.99,2.7,2.5,0.55695,1.84245,1.1454,1.22037,1.91152,2.23258
160721,08:00,2.29038,2.2,3.78284,4.52119,4.7507,1.1,5.3,2.8,2.27097,1.875,6.33844,1.44935,1.26229,1.60782
160721,16:00,1.61147,4.1,5.9371,6.88341,3.7087,0.88,4.2,2.6,1.11003,1.70233,11.9998,1.24771,1.27145,1.45629
160722,00:00,1.13439,1.8,3.18866,2.81271,10.3666,1.1,4.9,2.3,1.00956,1.34733,5.95054,1.23175,0.95773,2.63277
160722,08:00,1.77733,5.4,3.22387,9.49163,6.9844,1.21,4.2,2.5,2.60908,1.41323,8.97629,1.2868,3.16442,2.67119
160722,16:00,0.89027,7.4,2.01603,2.46866,4.6507,0.55,4.0,1.9,2.1175,1.39109,4.70257,1.54135,1.35817,0.45811
160723,00:00,1.05757,1.8,3.41057,2.87492,9.8262,0.66,1.9,1.8,1.15922,1.47049,2.95954,,0.97666,1.77924
160723,08:00,1.39663,5.9,2.33653,12.0838,6.1182,0.55,3.4,1.2,2.35317,1.39134,17.5534,1.38359,0.76599,2.43686
160723,16:00,0.73046,1.8,3.11542,9.97247,4.6209,1.1,4.0,1.6,0.65991,1.41229,5.59295,1.30498,0.89885,0.13817
160724,00:00,0.76833,1.8,2.14401,4.13755,10.3116,0.77,2.5,1.9,0.99038,1.19488,2.5709,1.51105,0.81678,0.76918
160724,08:00,0.80021,3.2,1.59145,5.75455,5.3206,0.66,2.9,1.7,0.90283,1.67117,13.7481,1.28813,0.74377,1.94476
160724,16:00,1.03467,3.5,1.89124,3.4948,3.7034,0.66,7.3,1.7,0.81405,1.64357,3.6061,1.43029,1.24595,1.65937
160725,00:00,0.9496,1.8,2.8029,3.86475,6.1141,0.88,3.8,1.5,0.6262,1.65536,2.39506,1.72311,0.92253,0.13522
160725,08:00,0.692,2.5,2.78474,2.81528,5.0849,1.76,8.0,1.8,,1.34904,3.48566,2.97538,,2.97033
160725,16:00,1.6018,1.6,2.40852,3.59775,3.8146,0.88,3.0,1.9,0.38777,1.45753,1.75002,1.89402,0.61975,0.11453
160726,00:00,0.69994,2.0,2.15543,3.1544,5.9757,0.77,2.5,2.3,0.24783,1.87528,2.27981,2.15174,0.45824,1.87013
160726,08:00,4.40015,2.6,1.52779,3.11365,4.728,1.1,2.8,2.1,1.84023,2.57379,4.44697,2.62988,0.6,
160726,16:00,0.74167,5.8,1.84517,2.69003,4.7995,1.1,4.1,2.2,1.81482,1.699,0.73702,1.80853,0.43457,1.80427
160727,00:00,0.81706,2.9,1.68944,2.64632,3.4796,1.32,2.5,1.7,0.89073,1.43534,2.05077,2.13453,0.2504,2.16706
160727,08:00,1.02214,2.2,2.66434,2.70984,5.3186,1.1,,2.5,1.18712,2.71863,3.64899,1.92143,0.24396,1.93801
160727,16:00,3.20639,1.3,1.57224,3.29838,4.5631,0.66,2.3,2.3,0.60068,1.7376,9.60744,1.9348,1.02223,0.35604
160728,00:00,0.68604,2.6,2.03485,3.52298,6.3205,0.66,2.6,2.0,0.68231,1.44729,2.82588,2.07224,0.19669,1.57373
160728,08:00,1.15296,2.1,2.37296,2.91492,5.4226,4.29,4.7,2.5,1.29026,1.66483,4.44042,2.41915,0.21533,2.05623
160728,16:00,0.64806,7.4,2.10586,4.22959,3.5536,3.85,4.5,2.3,1.05604,1.52329,4.26525,2.271,0.35591,0.97523
160729,00:00,0.6197,2.1,2.04764,3.09776,4.0441,,,3.4,0.70174,1.70181,4.00738,2.54616,0.13758,1.25158
160729,08:00,1.12809,3.0,1.5853,3.37082,4.7916,1.43,3.1,3.7,1.28325,20.322,8.71408,2.20457,0.21775,3.36037
160729,16:00,0.69837,2.9,2.04186,4.85182,4.3659,0.99,1.4,3.7,0.71201,1.93415,5.60635,2.53271,0.34109,1.04617
160730,00:00,0.61092,2.2,2.42026,3.9262,6.1615,1.1,0.5,1.7,1.01087,1.54573,1.93703,2.31208,0.57601,2.61483
160730,08:00,1.39117,2.7,2.30178,5.0747,3.07258,2.53,2.6,1.3,4.61211,6.02489,24.168,2.81696,0.36569,2.91851
160730,16:00,1.19302,1.5,1.43408,7.14824,4.2073,1.87,4.0,1.5,1.32497,1.75032,3.34906,2.61562,0.5501,1.81092
160731,00:00,0.39107,3.2,2.15192,3.77701,7.1212,1.1,2.5,1.9,0.64092,1.6931,3.05351,2.60623,0.33205,2.16263
160731,08:00,1.05415,2.6,1.75438,4.49326,,2.2,4.0,2.0,0.95197,1.40948,9.11755,2.81268,0.3883,2.06259
160731,16:00,2.67284,2.6,2.01115,3.76226,3.5568,2.31,4.1,4.2,0.61512,1.50386,3.54193,2.63032,0.86621,0.50058
160801,00:00,0.62449,1.8,2.22916,3.78799,5.4569,1.87,2.0,2.2,0.10326,1.70078,3.5338,2.77583,0.20963,4.28296
160801,08:00,0.70891,2.0,1.76044,3.9674,3.1843,0.66,3.1,3.2,0.3829,1.79584,2.81118,2.78593,0.15433,1.75965
160801,16:00,0.78086,1.8,2.11764,5.74736,2.8451,0.66,2.1,2.1,1.84562,1.41253,2.31391,2.60483,0.34546,0.62841
160802,00:00,2.12761,2.3,2.24783,3.33833,4.1898,0.77,3.1,1.9,3.92837,1.66298,1.46715,2.51956,0.40076,1.26164
160802,08:00,2.75796,2.7,6.33153,5.33556,6.9008,4.07,3.4,1.9,2.39965,2.01605,3.2065,2.38915,0.9292,1.93994
160802,16:00,1.14134,1.5,2.60403,7.40132,3.9161,1.54,3.8,1.9,0.9222,1.25931,6.01281,2.46466,1.19083,3.74652
160803,00:00,1.97856,4.8,2.41245,3.50056,6.4616,0.77,3.5,1.8,0.60659,1.03603,2.58806,2.42986,0.24741,1.8195
160803,08:00,4.38821,2.8,3.58226,11.7041,5.4013,1.76,4.0,1.4,1.95616,2.83213,7.447,2.67202,0.39005,1.45892
160803,16:00,1.66429,2.2,2.66129,4.39361,2.5467,1.1,2.3,2.5,0.83908,2.39773,3.07205,2.58458,0.60418,2.01309
160804,00:00,1.7,2.4,2.26197,3.81817,5.2586,2.09,1.9,2.0,0.77454,2.03989,2.9457,2.39476,0.44669,1.42346
160804,08:00,8.68512,2.8,2.13577,4.37015,4.7931,1.76,2.5,2.5,0.58314,1.67115,9.14056,3.00937,0.20233,1.29046
160804,16:00,1.29494,1.7,2.55152,4.08484,2.0034,4.62,3.2,3.9,1.02661,1.56624,1.61645,2.3972,0.60583,0.90697
160805,00:00,1.00018,2.9,2.50368,4.88752,5.6131,1.1,3.3,3.0,0.82586,1.25714,3.17773,3.15368,0.20463,1.76482
160805,08:00,3.15466,4.4,2.47294,4.95116,5.3921,4.73,4.1,3.4,0.75457,2.1163,3.63437,3.05053,0.21216,1.84462
160805,16:00,0.85835,7.5,2.11261,4.78389,2.7789,1.65,4.5,7.1,1.67897,1.14346,3.83373,3.4762,0.20333,0.92323
160806,00:00,0.95993,11.9,2.74283,4.53194,3.0519,6.49,2.4,3.6,1.21779,0.82791,0.83477,2.5963,0.27789,0.83899
160806,08:00,2.19258,2.3,1.88583,3.21249,2.6497,1.1,1.1,2.1,1.36971,1.19469,2.2633,2.81054,0.39314,2.01561
160806,16:00,1.15145,1.8,2.33333,4.00642,3.4115,1.76,2.0,2.9,0.21988,1.19945,2.35803,2.76051,0.4092,1.63804
160807,00:00,1.10386,2.2,1.8103,3.47912,2.8053,1.43,1.7,2.1,0.77376,0.9986,1.31301,2.81209,0.2707,1.28485
160807,08:00,3.22556,1.5,4.2372,8.60949,4.0206,4.73,2.3,1.8,1.04944,1.20857,3.47056,1.60801,0.26961,1.28337
160807,16:00,1.78849,1.4,3.01188,6.03819,2.18512,4.07,0.7,2.7,0.62382,1.01132,0.65664,1.86891,0.32033,1.24052
160808,00:00,1.53062,2.0,1.91117,3.64757,7.0789,1.76,2.0,2.9,0.79271,1.25458,0.77288,1.72039,0.556,2.13827
160808,08:00,2.50551,3.4,2.08246,3.87583,4.6602,2.31,1.7,4.1,1.79735,2.31762,6.15347,2.68124,1.49464,3.30941
160808,16:00,1.40105,2.3,2.87379,3.84399,2.6728,4.62,5.3,4.0,0.93362,1.84592,11.0018,2.89005,1.18899,0.8393
160809,00:00,2.16951,1.9,2.82079,3.87452,11.189,2.42,3.6,4.6,1.09193,1.06654,3.94538,2.15597,0.36325,1.36761
160809,08:00,1.42955,4.1,2.69724,4.67759,4.5721,3.3,4.5,4.5,2.23002,1.04324,5.77192,1.94324,0.52148,2.04666
160809,16:00,0.75279,1.5,2.57992,5.61541,2.7369,1.21,3.6,2.2,0.73157,0.9873,2.91639,2.1822,0.50921,1.73854
160810,00:00,1.38805,1.5,2.08609,3.74223,3.8299,0.99,1.0,1.9,1.16253,1.40215,6.53843,2.14318,0.51535,1.99641
160810,08:00,1.95395,2.7,1.57208,3.8297,3.234,1.54,3.6,2.7,1.40188,1.22456,3.48238,2.25808,0.6384,2.49073
160810,16:00,1.05613,0.8,1.52321,3.35656,3.761,0.88,2.3,2.6,0.891,1.09876,2.95334,2.39973,0.32316,1.85233
160811,00:00,1.89109,1.1,2.04072,3.57655,3.1823,0.88,1.5,2.2,0.68226,1.24414,5.84239,1.99378,1.89853,2.06439
160811,08:00,1.91012,1.4,2.704,4.11407,3.1773,4.4,3.5,2.6,3.42887,1.09818,6.11948,1.94812,1.33343,2.25354
160811,16:00,0.89866,0.7,2.36719,3.65542,3.4906,7.37,0.8,2.8,2.9575,0.99326,3.72548,1.90955,0.57065,1.52204
160812,00:00,1.99259,2.0,2.23349,3.39311,3.678,2.09,1.5,1.0,3.09545,1.0356,1.15562,,0.90426,1.77548
160812,08:00,3.68719,2.8,4.8706,5.32043,6.0052,2.75,2.9,2.9,4.23808,1.16453,14.3736,2.19777,1.48188,3.39832
160812,16:00,1.82567,1.5,2.63603,3.37097,2.6971,2.97,0.5,2.2,0.31512,1.16224,1.42679,2.37896,0.90271,2.01438
160813,00:00,1.8103,4.0,2.36255,4.20944,8.2893,3.19,2.7,2.3,0.44654,1.70673,3.62709,2.31653,0.82618,2.01069
160813,08:00,1.29293,2.9,2.1405,3.78253,4.1909,2.75,1.2,3.1,0.4518,1.23246,6.80345,2.1706,0.57329,2.31733
160813,16:00,1.38346,1.0,2.14387,3.89864,2.1873,8.36,4.4,3.1,1.2042,1.00785,2.6434,2.49393,0.91186,0.89866
160814,00:00,1.37221,1.6,2.09996,3.94632,4.495,1.43,1.8,3.4,1.07952,1.09645,4.56693,2.37756,0.72937,3.18331
160814,08:00,2.26715,1.4,2.8024,4.75106,3.8387,2.2,3.6,3.2,0.7926,0.88788,4.28645,2.77168,0.88811,1.85035
160814,16:00,1.14632,0.8,2.81461,5.00358,2.4365,5.83,2.2,1.9,3.45176,1.1854,5.13901,2.01543,,1.34938
160815,00:00,1.356,2.2,2.58347,3.50681,3.3924,1.43,1.3,1.8,2.6878,0.85517,2.69106,2.01779,0.37833,1.74321
160815,08:00,2.92443,2.2,3.13362,3.48719,3.9435,6.05,3.3,2.2,2.55793,1.03602,23.8681,,0.91928,1.73754
160815,16:00,0.80974,1.1,4.77477,5.6273,1.9538,14.08,1.8,2.3,0.4313,0.9208,2.64122,,0.50061,3.78278
160816,00:00,1.20863,3.3,2.95273,3.90893,6.6898,0.77,1.6,2.4,0.36356,1.05015,2.40958,,0.52218,2.28875
160816,08:00,1.62724,1.5,3.65394,5.36181,5.9527,9.13,6.0,2.6,2.02442,1.03608,9.24984,,1.72273,0.65944
160816,16:00,1.26525,2.8,2.4288,7.01275,2.923,1.1,3.1,2.5,0.71817,1.23536,2.94233,0.85297,0.4709,0.67496
160817,00:00,1.19569,5.4,3.37012,4.85024,6.0507,1.76,4.6,2.1,0.59201,1.29803,3.15254,-0.04729,0.8263,1.03037
160817,08:00,,1.8,3.38337,5.47779,4.1544,2.75,5.8,3.4,0.56555,1.37968,2.98002,0.69544,,1.06362
160817,16:00,0.56624,3.1,1.96272,11.4545,4.0919,1.1,4.6,3.4,1.28791,0.81292,3.47101,0.92797,0.39545,0.62767
160818,00:00,0.53704,2.7,2.17756,4.78734,7.7547,1.1,3.9,2.2,1.11299,0.83161,2.9054,1.00659,1.0316,1.48404
160818,08:00,3.49098,3.3,2.58407,5.36828,6.8386,2.31,4.5,2.2,1.32458,1.33966,10.195,1.14262,1.06431,1.44266
160818,16:00,2.36543,1.6,1.72454,4.79692,4.7273,2.2,3.5,2.5,2.18045,2.35132,9.19331,1.46071,0.62002,1.60595
160819,00:00,0.79505,2.6,2.37451,5.19933,12.046,3.41,3.6,2.4,2.21357,1.96296,5.2355,1.16222,1.28382,1.21434
160819,08:00,1.40395,5.2,2.46443,6.30189,5.7414,4.07,3.9,3.2,3.12806,1.76427,11.8446,1.47113,1.44655,1.32148
160819,16:00,1.39214,1.9,1.95648,4.76539,3.1235,5.72,3.3,2.8,0.87092,1.37974,5.58598,1.16708,1.24643,2.0349
160820,00:00,1.05555,2.0,2.98321,4.78199,10.9285,1.21,3.5,2.0,0.68511,1.51342,3.65205,0.97866,0.67096,3.58139
160820,08:00,1.48643,3.8,2.08248,4.92765,7.1171,9.35,8.4,1.7,0.72526,4.86361,6.34432,1.10892,1.15261,4.83381
160820,16:00,0.8843,8.9,1.45592,4.17396,3.1256,2.31,3.0,2.0,0.78082,17.4027,2.97622,1.79262,1.2707,2.72354
160821,00:00,0.55808,3.7,,4.4419,6.138,3.41,4.0,3.0,0.60752,10.0191,2.83557,1.92628,0.56524,2.82921
160821,08:00,0.22133,6.2,2.50751,4.55069,5.1283,6.82,3.5,2.5,0.8808,4.0238,4.24734,2.07975,0.50275,3.51859
160821,16:00,0.21584,1.1,1.9469,4.46199,3.6658,0.77,3.0,4.3,0.88416,0.99988,1.93219,1.43788,0.3474,2.45976
160822,00:00,0.38411,1.7,2.00971,4.23479,3.1346,0.44,2.0,1.6,0.82769,1.47737,2.49671,0.75024,0.72682,2.98881
160822,08:00,1.21289,1.6,4.54458,5.18743,2.9517,0.55,1.0,1.7,1.19087,1.35371,4.64085,0.9307,0.64503,2.7132
160822,16:00,0.4471,8.9,3.60842,5.47238,4.1656,0.99,2.2,1.0,1.19304,1.20618,2.70286,1.03555,0.72457,1.77481
160823,00:00,0.73465,2.5,2.36368,3.55725,4.8628,0.99,2.1,0.4,2.59598,1.20772,0.74997,0.84462,3.26149,2.44277
160823,08:00,2.14148,3.2,3.67263,4.4012,3.5073,2.31,5.3,0.7,3.1025,2.34361,4.68009,1.01398,0.98735,2.16716
160823,16:00,0.70489,1.8,3.15048,3.88083,2.7666,4.07,3.0,0.6,2.98184,0.75066,3.86882,1.01146,0.61032,1.53319
160824,00:00,0.43084,3.6,3.3176,3.10424,7.3086,1.32,2.6,2.0,2.82674,0.92287,0.95686,0.99632,0.55604,5.83353
160824,08:00,0.33003,3.6,2.25914,3.28878,3.7238,1.21,3.7,1.7,4.32199,0.78466,3.52007,0.86975,0.78936,8.21127
160824,16:00,0.24636,1.3,2.30015,5.26539,1.0,0.88,2.8,1.4,2.79509,3.0647,5.6259,1.10981,0.62944,4.29368
160825,00:00,0.53395,2.4,,3.44231,7.89782,1.87,2.0,1.5,3.92301,1.55183,2.48119,0.86989,0.54079,3.15284
160825,08:00,1.23315,3.0,,9.04517,5.03199,1.32,2.7,2.3,3.8151,2.19787,10.255,1.5479,0.91076,3.93754
160825,16:00,0.87248,1.5,1.72751,5.79412,1.7736,1.1,2.2,2.3,1.70627,5.23672,1.90929,1.1373,3.11982,3.25924
160826,00:00,2.70035,2.9,2.54616,4.73695,8.75197,1.98,3.6,2.7,1.81873,1.64568,3.91463,1.19013,0.7155,2.78783
160826,08:00,4.06293,2.5,2.12743,8.67707,5.07894,10.45,4.4,2.8,,11.6674,5.67984,1.47046,1.53683,6.3042
160826,16:00,0.79046,3.1,2.02543,5.15907,3.36755,9.13,12.3,2.6,1.11543,1.86515,4.06167,1.94616,1.59352,7.55218
160827,00:00,0.90152,2.6,3.44298,4.61882,13.4424,2.2,6.4,2.9,1.57489,6.1083,2.49744,3.1756,0.8587,3.99887
160827,08:00,1.23687,3.8,1.87465,4.78477,6.92514,4.4,4.5,6.7,2.09272,10.6591,3.93089,3.66356,1.08491,3.74912
160827,16:00,1.06317,3.3,2.21026,5.09518,2.43688,2.86,6.0,3.4,2.58987,0.85272,3.60947,2.22627,2.12522,
160828,00:00,0.96181,4.1,2.30263,4.91433,9.42147,2.42,4.7,3.4,2.78924,1.61158,2.42134,1.72863,0.79305,2.21888
160828,08:00,1.19876,3.7,1.93608,4.61075,6.20636,3.85,6.4,3.5,1.94289,1.15723,5.20178,3.94788,0.80582,5.00745
160828,16:00,3.18178,21.5,2.29953,5.04602,3.25426,2.75,6.4,3.6,2.41935,1.50561,4.34023,3.98165,1.99145,3.25924
160829,00:00,1.38588,4.7,2.61045,5.07063,11.025,1.76,4.3,3.8,1.93101,1.23666,4.27521,2.86408,1.28427,1.56545
160829,08:00,1.77883,4.0,,6.23781,7.33937,5.94,7.4,6.3,,,22.1253,3.39978,0.62401,3.04053
160829,16:00,1.30638,1.2,2.58706,6.97509,3.4103,17.27,4.6,4.0,4.46492,1.03145,4.72889,2.26277,0.56217,1.00267
160830,00:00,0.55858,3.1,2.64688,4.89941,4.48052,1.98,5.0,1.7,1.92783,1.34805,3.02575,1.86636,0.57596,1.48591
160830,08:00,0.93158,2.9,2.1954,4.7538,4.24685,6.93,4.8,1.0,2.71648,0.87537,4.05798,1.42495,1.08345,2.53734
160830,16:00,0.24673,1.6,1.78659,3.81856,2.56457,1.1,2.9,1.5,5.69337,0.83506,1.09418,1.6939,0.51522,0.58816
160831,00:00,0.42156,1.9,2.30399,3.67324,6.11819,1.54,2.5,0.8,3.1157,1.22105,1.92702,1.35453,2.11668,1.43862
160831,08:00,1.95206,2.3,2.68412,4.53172,5.85012,5.61,6.3,1.2,4.0982,1.40151,9.85013,1.50054,1.98578,3.39519
160831,16:00,2.32148,2.3,2.02294,5.23834,2.83484,4.84,3.4,2.0,2.7522,1.12428,7.18105,1.51797,0.99184,0.7714
160901,00:00,1.87609,2.4,3.46298,5.24408,10.4463,1.76,3.9,2.7,1.7213,1.69047,2.84694,1.4078,0.66208,2.81591
160901,08:00,,3.6,3.29029,5.60131,5.58553,7.7,6.0,2.6,8.44458,10.8324,5.97466,3.84259,2.39292,6.29977
160901,16:00,1.8816,2.8,2.60973,6.28365,3.89747,2.97,4.7,2.6,3.07699,2.4941,4.88479,4.93585,3.06642,1.49477
160902,00:00,2.515,3.8,2.3592,5.49052,10.5242,3.85,5.6,3.1,1.95708,1.49814,4.87814,1.9203,2.29373,3.09151
160902,08:00,3.97141,5.0,3.64917,6.1389,7.36958,3.08,,3.1,3.9112,1.26957,7.27732,2.27918,0.98467,2.06002
160902,16:00,0.84924,1.6,2.76223,6.61509,6.44234,6.27,1.058605,2.0,2.87544,1.21182,4.54786,1.84286,0.56863,0.80465
160903,00:00,0.9078,3.9,2.20197,5.19632,10.6836,2.31,1.103393,3.6,1.8304,1.3747,3.68779,1.74777,1.06492,2.90605
160903,08:00,0.98816,4.7,2.26595,5.28526,6.6172,3.74,,3.0,2.48687,3.7043,4.77396,1.97527,0.72848,3.80528
160903,16:00,2.84469,2.2,2.27575,10.9914,4.35217,2.64,1.642415,3.9,5.44522,1.73078,6.18967,2.80741,1.7101,1.07139
160904,00:00,2.41824,3.2,1.87478,3.78937,11.1768,2.75,2.781546,4.4,1.89455,1.33707,9.05287,2.67855,1.08213,2.46272
160904,08:00,2.41255,3.6,1.871,5.54109,6.50994,3.3,2.377601,3.8,1.65511,1.43979,8.50239,2.22177,0.81544,4.76066
160904,16:00,2.03719,1.9,2.22866,6.61482,3.32261,1.54,1.798471,4.4,3.46945,5.59024,5.12272,2.46146,0.85548,3.20013
160905,00:00,0.27932,1.5,1.44916,5.27702,4.49106,0.66,0.819341,3.4,1.78568,2.75399,4.88923,2.59468,0.74125,7.01353
160905,08:00,1.38339,1.1,1.85405,5.54048,4.8786,1.1,,1.8,1.34029,1.44227,4.70672,2.41358,0.18855,3.4447
160905,16:00,0.25766,1.6,2.3992,5.78684,5.14046,0.88,0.760759,0.8,1.86701,1.30521,4.98233,2.32129,0.77881,2.39326
160906,00:00,0.24114,2.3,2.04529,5.02109,4.49041,0.99,1.564321,0.0,2.23745,0.83421,3.20456,1.82653,0.77584,1.98835
160906,08:00,0.15182,1.8,1.91796,4.63031,2.93951,2.75,0.943459,1.7,1.73712,1.51086,2.24696,1.6523,1.11179,2.85137
160906,16:00,0.37631,1.2,1.96434,4.23006,3.05937,1.21,11.222482,1.0,0.81932,1.61387,1.62186,1.81737,0.80427,1.60708
160907,00:00,0.27743,1.9,2.6238,4.1164,2.6344,1.76,2.33186,1.1,1.00296,1.83805,1.79254,1.78405,1.73039,1.86348
160907,08:00,1.21485,3.0,2.08872,4.36819,4.85517,3.85,2.904008,4.3,1.58229,1.52827,2.47897,1.87146,1.99553,6.36036
160907,16:00,1.72737,1.5,2.17485,7.20628,2.3214,4.95,1.133574,3.6,4.23077,1.82567,3.7107,2.1023,2.2463,4.17989
160908,00:00,0.68162,1.4,3.93988,3.98915,6.15091,3.52,2.363139,3.8,0.41365,1.32257,2.76753,2.42466,0.97239,2.78413
160908,08:00,3.88675,2.8,2.91219,5.3085,5.9958,5.83,1.955831,3.6,0.21257,1.77325,7.049,2.32787,1.20294,4.26561
